Year,Month,Day,Hour,Minute,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,BC,BL,BR,DZ,FG,FZ,HZ,MI,PL,RA,SN,SQ,TS,BKN,CLR,FEW,OVC,SCT,VV,Load
2018,4,7,5,0,29.97,23,27,0,85,30.01,28.69,10,26,310,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1389.451
2018,4,7,6,0,29.98,22,28,0,78,30.03,28.7,10,26,340,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1418.055
2018,4,7,7,0,30.0025,20,28,0,72,30.05,28.735,9.97,25,350,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1476.097
2018,4,7,8,0,30.01,16,27,0,63,30.06,28.73,10,24,350,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1517.139
2018,4,7,9,0,30.01,15,28,0,58,30.07,28.73,10,24,340,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1526.53
2018,4,7,10,0,30.02,16,29,0,58,30.07,28.755,9.97,25,350,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1502.746
2018,4,7,11,0,30.02,15,30,0,54,30.07,28.74,10,25,370,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1495.634
2018,4,7,12,0,29.99,16,32,0,52,30.05,28.71,10,27,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1476.535
2018,4,7,13,0,29.9775,18,34,0,52,30.04,28.715,9.97,28,300,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1450.934
2018,4,7,14,0,29.97,17,35,0,48,30.03,28.69,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1433.546
2018,4,7,15,0,29.97,15,34,0,46,30.03,28.69,10,28,330,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1419.684
2018,4,7,16,0,29.9575,17,37,0,44,30.02,28.695,9.97,30,350,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1418.878
2018,4,7,17,0,29.95,16,36,0,44,30.01,28.67,10,29,370,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1416.026
2018,4,7,18,0,29.95,14,36,0,40,30.01,28.67,10,29,310,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1451.808
2018,4,7,19,0,29.95,16,34,0,48,30,28.685,9.97,28,310,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1521.563
2018,4,7,20,0,29.95,15,33,0,47,30.01,28.67,10,27,270,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1492.538
2018,4,7,21,0,29.96,18,32,0,56,30.02,28.68,10,27,250,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1452.977
2018,4,7,22,0,29.96,16,32,0,52,30.02,28.695,9.97,27,240,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1383.017
2018,4,7,23,0,29.96,19,31,0,61,30.01,28.68,10,27,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1332.56
2018,4,8,0,0,30.08,14,30,0,51.5,30.14,28.79,10,25,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1308.182
2018,4,8,1,0,29.9375,17,31,0,56,29.99,28.675,9.97,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1294.707
2018,4,8,2,0,29.93,17,31,0,56,29.98,28.65,10,26,330,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1281.256
2018,4,8,3,0,29.93,19,30,0,64,29.98,28.65,10,26,260,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1287.609
2018,4,8,4,0,29.9325,18,29,0,63,29.98,28.665,9.97,25,250,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1311.083
2018,4,8,5,0,29.94,19,27,0,72,30,28.66,10,24,300,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1348.214
2018,4,8,6,0,29.95,19,27,0,72,30.01,28.67,10,24,320,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1356.168
2018,4,8,7,0,29.9725,21,29,0,72,30.03,28.705,9.97,26,330,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1403.229
2018,4,8,8,0,29.98,21,31,0,67,30.04,28.7,10,28,360,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1430.763
2018,4,8,9,0,29.99,19,31,0.001,61,30.05,28.71,10,27,330,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1458.774
2018,4,8,10,0,30.0025,19,32,0.001,59,30.06,28.735,8.85,28,290,0,8,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,1465.441
2018,4,8,11,0,30.01,19,33,0.001,56,30.07,28.73,10,28,320,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1461.403
2018,4,8,12,0,29.99,18,34,0.001,52,30.05,28.71,9,28,310,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1458.333
2018,4,8,13,0,29.9975,21,34,0.001,59,30.05,28.735,9.97,29,350,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1442.538
2018,4,8,14,0,29.99,19,38,0.001,46,30.04,28.71,10,31,280,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1429.203
2018,4,8,15,0,30,17,37,0,44,30.05,28.72,10,30,290,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1419.562
2018,4,8,16,0,29.995,16,38,0,41,30.05,28.725,9.97,30,320,10.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1439.824
2018,4,8,17,0,30.01,17,38,0,43,30.07,28.73,10,31,330,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1444.232
2018,4,8,18,0,30.03,14,36,0,40,30.09,28.75,10,29,360,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1478.38
2018,4,8,19,0,30.0425,14,35,0,42,30.1,28.775,9.97,28,360,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1558.646
2018,4,8,20,0,30.05,14,33,0,45,30.11,28.77,10,27,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1534.336
2018,4,8,21,0,30.07,14,32,0,47,30.13,28.79,10,26,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1472.761
2018,4,8,22,0,30.07,14,31,0,49,30.13,28.805,9.97,26,30,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1408.253
2018,4,8,23,0,30.07,14,31,0,49,30.13,28.79,10,26,30,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1352.12
2018,4,9,0,0,30.16666667,30,32,0.000833333,91.33333333,30.22,28.87666667,9.333333333,31,320,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,1328.7
2018,4,9,1,0,30.08,15,30,0,54,30.14,28.81,9.97,25,70,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1319.302
2018,4,9,2,0,30.08,15,29,0,56,30.14,28.79,10,25,80,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1296.683
2018,4,9,3,0,30.09,15,29,0,56,30.15,28.8,10,25,80,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1324.772
2018,4,9,4,0,30.115,15,29,0,56,30.16,28.84,9.97,25,80,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1397.813
2018,4,9,5,0,30.13,15,29,0,56,30.19,28.84,10,25,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1527.341
2018,4,9,6,0,30.12,16,29,0,58,30.18,28.83,10,25,110,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1596.104
2018,4,9,7,0,30.115,21,27,0.001,78,30.18,28.85,6.92,25,100,0,7,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1636.937
2018,4,9,8,0,30.1,21,29,0.001,72,30.16,28.81,10,26,110,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1640.007
2018,4,9,9,0,30.1,22,31,0.001,69,30.16,28.81,10,28,110,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1640.661
2018,4,9,10,0,30.10166667,25.66666667,32,0.001,77.66666667,30.16,28.82333333,2.496666667,29.66666667,96.66666667,0,6,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,1638.923
2018,4,9,11,0,30.105,27.5,32.5,0.001,82,30.16,28.815,3.25,30.5,220,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1638.509
2018,4,9,12,0,30.09,29,33,0.01,85,30.15,28.8,3,31,40,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1641.694
2018,4,9,13,0,30.08,30,34,0.01,85,30.14,28.81,2.99,32,40,0,5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1620.563
2018,4,9,14,0,30.075,31,34,0.01,89,30.1325,28.79,2.5,33,40,0,5.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1610.867
2018,4,9,15,0,30.07,31,35,0.01,85,30.13,28.79,2,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1609.044
2018,4,9,16,0,30.0725,31,35,0.00325,85,30.13,28.805,1.995,33,360,0,6,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1593.119
2018,4,9,17,0,30.085,31,35,0.01,85,30.1375,28.795,4,33,335,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1607.102
2018,4,9,18,0,30.09666667,31,35,0.001,85,30.15333333,28.80666667,8.666666667,33,233.3333333,0,4.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1618.345
2018,4,9,19,0,30.115,32,35,0.001,89,30.17,28.84,6.92,34,320,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1627.604
2018,4,9,20,0,30.13,31,34,0.001,89,30.19,28.84,8,33,320,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1582.345
2018,4,9,21,0,30.135,31,34,0.001,89,30.1975,28.845,4.5,33,315,0,4.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1496.597
2018,4,9,22,0,30.1525,31,33,0.01525,92,30.21,28.88,3.865,32,310,0,8,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1407.164
2018,4,9,23,0,30.16,31,33,0.001,92,30.21666667,28.87,5.333333333,32,316.6666667,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1362.686
2018,4,10,0,0,30.1475,26,33,0,75.5,30.1975,28.8575,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1324.385
2018,4,10,1,0,30.17,28,31,0,89,30.22,28.9,9.97,30,340,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1333.466
2018,4,10,2,0,30.17,27,30,0,88,30.23,28.88,10,29,310,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1335.155
2018,4,10,3,0,30.18,25,27,0,92,30.24,28.89,10,26,280,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1360.075
2018,4,10,4,0,30.19,24,26,0,92,30.24,28.915,9.97,25,310,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1440.338
2018,4,10,5,0,30.19,25,26,0,96,30.25,28.9,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1564.36
2018,4,10,6,0,30.21,24,25,0,96,30.27,28.92,8,25,290,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1621.016
2018,4,10,7,0,30.225,25,26,0,96,30.28,28.945,5.795,26,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1638.839
2018,4,10,8,0,30.24,26,30,0,85,30.3,28.95,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1643.441
2018,4,10,9,0,30.24,26,33,0,75,30.3,28.95,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1628.057
2018,4,10,10,0,30.25,25,35,0,67,30.31,28.975,9.97,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1638.347
2018,4,10,11,0,30.25,25,38,0,60,30.3,28.96,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1597.718
2018,4,10,12,0,30.23,24,40,0,53,30.28,28.94,10,34,190,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1587.688
2018,4,10,13,0,30.2075,19,40,0,43,30.26,28.935,9.97,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1577.104
2018,4,10,14,0,30.2,22,41,0,47,30.25,28.91,10,34,290,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1579.807
2018,4,10,15,0,30.18,21,42,0,43,30.23,28.89,10,34,280,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1560.491
2018,4,10,16,0,30.16,20,42,0,41,30.22,28.89,9.97,34,370,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1547.308
2018,4,10,17,0,30.16,23,42,0,47,30.22,28.87,10,35,280,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1536.261
2018,4,10,18,0,30.16,24,41,0,51,30.22,28.87,10,34,250,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1559.92
2018,4,10,19,0,30.1625,25,40,0,55,30.22,28.89,9.97,34,270,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1581.833
2018,4,10,20,0,30.17,25,40,0,55,30.23,28.88,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1539.522
2018,4,10,21,0,30.18,25,38,0,60,30.23,28.89,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1484.786
2018,4,10,22,0,30.1675,25,37,0,62,30.22,28.9,9.97,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1407.307
2018,4,10,23,0,30.16,26,35,0,70,30.21,28.87,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1350.259
2018,4,11,0,0,30,32,51,0,48,30.03,28.72,10,43,220,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1319.865
2018,4,11,1,0,30.14,27,33,0,78,30.19,28.87,9.97,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1300.561
2018,4,11,2,0,30.14,27,33,0,78,30.19,28.85,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1317.899
2018,4,11,3,0,30.14,27,34,0,75,30.19,28.85,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1337.258
2018,4,11,4,0,30.135,27,34,0,75,30.18,28.87,9.97,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1414.255
2018,4,11,5,0,30.12,27,34,0,75,30.17,28.83,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1533.602
2018,4,11,6,0,30.13,28,34,0,79,30.17,28.84,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1598.78
2018,4,11,7,0,30.13,27,35,0,72,30.18,28.84,10,32,200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1625.282
2018,4,11,8,0,30.14,26,37,0,65,30.19,28.85,10,33,230,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1618.573
2018,4,11,9,0,30.14,26,40,0,58,30.19,28.85,10,35,230,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1579.176
2018,4,11,10,0,30.13,24,43,0,47,30.18,28.84,10,36,270,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1572.351
2018,4,11,11,0,30.12,24,46,0,42,30.17,28.83,10,37,370,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1567.512
2018,4,11,12,0,30.1,24,47,0,41,30.14,28.81,10,38,210,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1551.717
2018,4,11,13,0,30.08,25,49,0,39,30.12,28.79,10,39,370,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1550.733
2018,4,11,14,0,30.06,26,49,0.001,41,30.1,28.77,10,39,220,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1529.3
2018,4,11,15,0,30.02,28,51,0,41,30.06,28.74,10,41,240,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1489.639
2018,4,11,16,0,29.9875,29,54,0,38,30.03,28.725,9.97,43,230,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1497.954
2018,4,11,17,0,29.98,30,56,0,37,30.02,28.7,10,44,240,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1477.368
2018,4,11,18,0,29.98,31,56,0,39,30.01,28.7,10,45,230,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1486.066
2018,4,11,19,0,29.9825,31,55,0,40,30.02,28.715,9.97,44,230,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1539.945
2018,4,11,20,0,29.99,31,54,0,42,30.03,28.71,10,44,220,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1492.522
2018,4,11,21,0,30.02,31,53,0,43,30.05,28.74,10,43,230,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1407.219
2018,4,11,22,0,30.0175,31,52,0,45,30.05,28.755,9.97,43,210,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1322.436
2018,4,11,23,0,30.01,31,51,0,46,30.04,28.73,10,42,230,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1266.171
2018,4,12,0,0,29.8225,38,67.5,0,33.5,29.8225,28.5425,10,52.5,240,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1231.746
2018,4,12,1,0,29.9975,32,51,0,48,30.03,28.735,9.97,43,220,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1200.039
2018,4,12,2,0,29.99,33,52,0,49,30.02,28.71,10,43,220,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1218.984
2018,4,12,3,0,29.98,34,52,0,50,30,28.7,10,44,220,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1239.266
2018,4,12,4,0,29.9725,34,52,0.00025,50,29.99,28.705,9.97,44,210,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1311.05
2018,4,12,5,0,29.98,34,52,0.001,50,30.01,28.7,10,44,220,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1415.929
2018,4,12,6,0,29.98,40,49,0.01,71,30.01,28.7,10,45,160,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1465.512
2018,4,12,7,0,29.98,40,48,0.001,74,30.01,28.725,9.97,44,170,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,1501.695
2018,4,12,8,0,29.95,39,50,0.001,66,29.98,28.67,10,45,160,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1534.576
2018,4,12,9,0,29.92,36,56,0,47,29.94,28.64,10,47,200,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1528.316
2018,4,12,10,0,29.8925,35,60,0,39,29.92,28.64,9.97,48,220,11.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1539.273
2018,4,12,11,0,29.87,35,62,0,37,29.88,28.59,10,49,190,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1538.134
2018,4,12,12,0,29.81,36,68,0,31,29.82,28.53,10,52,230,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1525.097
2018,4,12,13,0,29.76,37,70,0,30,29.78,28.515,9.97,53,230,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1505.759
2018,4,12,14,0,29.73,37,74,0,26,29.73,28.46,10,55,220,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1497.488
2018,4,12,15,0,29.73,38,75,0,26,29.74,28.46,10,56,220,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1479.505
2018,4,12,16,0,29.7075,38,76,0,25,29.71,28.455,9.97,56,240,16.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1467.831
2018,4,12,17,0,29.7,39,77,0,26,29.71,28.43,10,57,370,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1438.665
2018,4,12,18,0,29.75,40,75,0,28,29.76,28.48,10,56,250,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1442.119
2018,4,12,19,0,29.775,40,74,0,29,29.78,28.515,9.97,56,250,11.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1468.43
2018,4,12,20,0,29.79,41,72,0,33,29.8,28.51,10,55,240,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1423.162
2018,4,12,21,0,29.81,40,70,0,34,29.82,28.53,10,54,230,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1332.45
2018,4,12,22,0,29.82,40,69,0,35,29.83,28.56,9.97,54,230,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1258.743
2018,4,12,23,0,29.82,39,68,0,35,29.83,28.54,10,53,240,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1215.386
2018,4,13,0,0,29.8575,42,69,0,38,29.8475,28.5775,10,54.5,220,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1169.582
2018,4,13,1,0,29.83,38,67,0,35,29.83,28.57,9.97,52,230,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1133.236
2018,4,13,2,0,29.83,38,67,0,35,29.82,28.55,10,52,220,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1123.73
2018,4,13,3,0,29.84,37,66,0,34,29.83,28.56,10,51,230,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1153.829
2018,4,13,4,0,29.855,37,66,0,34,29.85,28.59,9.97,51,220,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1221.344
2018,4,13,5,0,29.87,37,65,0,36,29.87,28.59,10,51,220,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1332.158
2018,4,13,6,0,29.89,38,65,0,37,29.89,28.61,10,51,220,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1420.619
2018,4,13,7,0,29.9025,38,65,0,37,29.91,28.64,9.97,51,220,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1476.618
2018,4,13,8,0,29.91,39,68,0,35,29.91,28.63,10,53,220,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1517
2018,4,13,9,0,29.9,38,71,0,30,29.9,28.62,10,54,230,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1547.303
2018,4,13,10,0,29.9,40,71,0,32,29.9,28.64,9.97,55,230,12.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1575.962
2018,4,13,11,0,29.9,40,75,0,28,29.9,28.62,10,56,230,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1571.399
2018,4,13,12,0,29.86,36,76,0,23,29.86,28.58,10,55,230,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1584.907
2018,4,13,13,0,29.835,36,79,0,21,29.84,28.58,9.97,56,210,14.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1588.028
2018,4,13,14,0,29.82,36,80,0,20,29.81,28.54,10,57,210,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1596.399
2018,4,13,15,0,29.81,37,82,0,20,29.8,28.53,10,58,210,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1581.485
2018,4,13,16,0,29.7925,37,83,0,19,29.78,28.53,9.97,58,220,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1584.619
2018,4,13,17,0,29.8,38,83,0,20,29.79,28.52,10,59,230,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1562.091
2018,4,13,18,0,29.82,37,82,0,20,29.81,28.54,10,58,260,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1525.574
